"ID","KNOW_TYPE","OBJECT_HCODE","OBJECT_CNAME","KNOW_ID","KNOW_DESC","KNOW_KEYWORD","SAMPLE_SQL","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME"
56,DOMAIN_CLS,,个股相关,4,如果没有特别说明，当问到“业绩”的时候，我们主要考虑涉及“财务”及“衍生财务”等。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:44:55"
65,GENERAL,,,7,"如果列名或别名包含特殊字符和中文（如括号、空格等），则需要用""`""符号将其括起来（请特别注意是`符号，而不是单引号或者双引号）。但是SELECT后面的英文字段名请不要使用双引号括起来，如果""AS""后面的别名涉及到中文，请记得用`符号括起来。",,,,,1,,"2024-08-05 12:47:03",,"2024-11-04 12:50:05"
72,INDICATOR_DEF,,分红率,1,分红率（Payout Ratio）：定义：分红率是公司支付给股东的股息与公司净利润的比例。计算公式：分红率=(股息总额/净利润)×100%。其中，股息总额是指公司在一定时期内支付给所有股东的总股息，净利润是指公司在一定时期内的净收入。股息总额请使用：【DZ_DIVIDEND】表中的【TotalCashDiviComRMB】字段。净利润请使用：【LC_INCOMESTATEMENTALL】表中的【NPParentCompanyOwners】字段！！！,,,,,1,,"2024-08-06 15:49:33",,"2024-09-11 15:17:17"
73,INDICATOR_DEF,,股息率,2,股息率（Dividend Yield）：定义：股息率是公司每股分红金额与股票市场价格的比例，通常用来衡量股票的分红回报率。计算公式：股息率=(每股股息/股票市场价格)×100%。其中，每股股息是指公司在一定时期内为每股股票支付的股息，股票市场价格是指股票在交易市场上的当前价格。同时当用户问到A股公司“股息率”相关的问题时，请优先考虑“DZ_DINDICESFORVALUATION”表格。,,,,,1,,"2024-08-06 15:49:34",,"2024-09-11 14:47:56"
75,INDICATOR_DEF,,机构重仓,3,"机构重仓占比是指某只股票的总市值中，机构投资者（如基金、保险公司等）持有的部分所占的比例。
这一比例的计算通常如下：机构重仓占比 = 机构持有市值 / 流通市值， 其中机构持有市值为SUM(MF_KeyStockPortfolio.MARKETVALUE)作为MARKETVALUE_SUM，流通市值为DZ_DINDICESFORVALUATION.NegotiableMV",,,,,1,,"2024-08-06 22:24:31",,"2024-08-06 22:24:31"
83,TABLE_CLS,,基金相关,11,请特别注意：对于Q和HY结尾的表格，Q代表季报，HY代表半年报。,,,,,1,,"2024-08-13 11:03:11",,"2024-09-02 14:12:08"
84,DOMAIN,"",基金相关,8,请特别注意：对于Q和HY结尾的表格，Q代表季报，HY代表半年报。当前缀相同时，请取Q结尾的表格，即季报！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-11-06 14:20:04"
85,DOMAIN,"",基金相关,9,"该问题可能涉及到申万X级行业，X级行业名称为""XXXX""，即XXXX； 同时该问题也可能涉及XXX题材，即XXXX。",,,,,1,,"2024-06-13 15:29:55",,"2024-08-15 15:46:37"
86,TABLE,FUND_MANAGER_INFO,基金经理基本信息表,1,请注意区分问题中可能涉及到的基金机构和基金产品，基金公司全称及简称代表基金公司、基金机构，例如“嘉实基金”代表基金公司，而“嘉实嘉实稳健混合”则代表基金产品。,,,,,1,,"2024-08-06 22:25:48",,"2024-08-13 10:46:23"
87,DOMAIN,"",基金相关,10,请特别注意：基金持仓的意思是指 基金经理持有股票的情况，如果涉及到持仓的查询，请不要考虑基金经理与基金的关系，而是直接查找基金经理持仓股票的情况。,,,,,1,,"2024-06-13 15:29:55",,"2024-08-15 15:46:37"
88,TABLE_CLS,,基金相关,12,当问题与基金经理有关时，请尽量将'FUND_MANAGER_INFO'考虑在内。,,,,,1,,"2024-08-13 11:03:11",,"2024-08-15 15:08:36"
89,TABLE_CLS,,基金相关,13,基金持仓涉及到：基金产品持仓、基金经理持仓、基金公司持仓。当没有明确说明的时候，默认考虑基金产品持仓。,,,,,1,,"2024-08-13 11:03:11",,"2024-08-15 15:08:36"
90,DOMAIN,,基金相关,12,基金持仓涉及到：基金产品持仓、基金经理持仓、基金公司持仓。当没有明确说明的时候，默认考虑基金产品持仓。,,,,,1,,"2024-08-16 17:22:21",,"2024-08-23 19:08:40"
91,DOMAIN_CLS,,基金相关,5,基金持仓涉及到：基金产品持仓、基金经理持仓、基金公司持仓。当没有明确说明的时候，默认考虑基金产品持仓。,,,,,1,,"2024-06-13 15:29:55",,"2024-08-21 16:42:41"
92,TABLE_CLS,,基金相关,,如果涉及“基金超配”相关的问题时，请查询FUND_INDUSTRY_HOLDING_MV_DETAIL_Q和FUND_INDUSTRY_HOLDING_MV_Q这两个表。,,,,,1,,"2024-08-16 17:22:21",,"2024-08-16 17:23:05"
93,TABLE,FUND_INDUSTRY_HOLDING_MV_Q,,1,当问到“基金超配”相关问题，请注意：FUND_INDUSTRY_HOLDING_MV_DETAIL_Q 这个表是每个基金持有股票情况，FUND_INDUSTRY_HOLDING_MV_Q 这个表是市场上基金汇总后的持有股票情况，基金持有股票的占比大于市场上基金汇总后的持有占比，认为是超配。,,,,,1,,"2024-08-19 15:11:28",,"2024-08-19 15:11:35"
94,TABLE_CLS,,基金相关,,当涉及到基金的“申购”和“赎回”的问题，可查询FUND_SHARES_CHANGE表格。,,,,,1,,"2024-08-16 17:22:21",,"2024-08-16 17:23:05"
95,TABLE_CLS,,基金相关,,问到主动权益、主动型、权益类，请直接用FUND_LIST_FREQUENCY里面的基金,,,,,1,,"2024-08-16 17:22:21",,"2024-08-16 17:23:05"
96,TABLE_CLS,,基金相关,,请注意：基金配置，可以理解为基金持仓情况，请使用FUND_INDUSTRY_HOLDING_MV_DETAIL或者FUND_INDUSTRY_HOLDING_MV,,,,,1,,"2024-08-16 17:22:21",,"2024-08-16 17:23:05"
97,TABLE_CLS,,基金相关,,"当问到""基金经理人名""的持仓问题时，请选择FUND_MANAGER_INDUSTRY_HOLDING_MV_Q",,,,,1,,"2024-08-16 17:22:21",,"2024-08-20 14:52:02"
99,TABLE_CLS,,基金相关,,"当问到""行业ETF分布""时，默认中国的ETF分布，需要使用FUND_ASSET_ALLOCATION这个表",,,,,1,,"2024-08-20 14:58:55",,"2024-08-20 15:12:18"
100,TABLE,ETF_LABEL_INFO_CHINA,,,"如涉及到""行业""分布，应该按照SECTOR字段聚类",,,,,1,,"2024-08-20 15:20:12",,"2024-08-20 15:20:12"
101,TABLE,FUND_STOCK_CHANGE_Q,,,当涉及到港股时，港股的查询方式为: COMB_SYMBOL like '%.HK%',,,,,1,,"2024-08-20 15:26:26",,"2024-08-20 15:26:26"
102,TABLE_CLS,"",基金相关,,当涉及某ETF的基金规模时，NET_VALUE应该取自FUND_ASSET_ALLOCATION，而不应该取FUND_NETVALUE,,,,,1,,"2024-08-20 16:12:40",,"2024-08-20 16:12:40"
105,TABLE,LC_MAINOPERINCOME,公司主营业务构成,2,"当问到业务收入占比的问题的时候，计算考虑分母-业务收入合计的时候，可以使用Project = ""合计"" （“合计”两个字需要精准匹配而不是模糊匹配） 来筛选出业务收入的合计值，请注意只需要一条即可，不需要进行加总。请特别注意：展示的时候，对于计算的结果，请直接按照Classification字段对应的分类方式命名，例如“地区收入占比”，“产品收入占比”等。",,,,,1,,"2024-08-06 22:25:48",,"2024-08-29 13:46:36"
106,DOMAIN_CLS,,基金相关,6,"当涉及某ETF的基金规模时，应定位到""基金产品持仓""这个域！！！",,,,,1,,"2024-08-21 14:00:42",,"2024-08-23 19:08:51"
107,DOMAIN_CLS,,基金相关,7,当涉及到如”英伟达“等外股基金问题，应该定位到”QDII基金产品持仓“二级域,,,,,1,,"2024-08-21 14:54:42",,"2024-08-23 19:08:51"
109,DOMAIN,"",主板财务,11,请注意当问到某公司的“可比公司”或者“同行”相关问题的时候，我们主要查询该公司所在行业其他公司（包含该公司）对应的指标。考虑“FirstIndustryName”字段进行区分。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:41"
110,DOMAIN,,QDII基金产品持仓,13,"当涉及到如”英伟达“等外股的持仓问题时，应该使用""FUND_PORTFOLIO_DETAIL_QDII""",,,,,1,,"2024-08-21 14:57:42",,"2024-08-23 19:08:40"
111,TABLE_CLS,,基金相关,,"当涉及到如”英伟达“等外股的持仓问题时，应该使用""FUND_PORTFOLIO_DETAIL_QDII""",,,,,1,,"2024-08-21 15:03:06",,"2024-08-21 15:03:06"
112,TABLE,FUND_PORTFOLIO_DETAIL_QDII,,,"查询美股，如""英伟达""时，字段应该这样: COMB_SYMBOL='NVDA.US'",,,,,1,,"2024-08-21 15:04:21",,"2024-08-21 15:04:21"
116,INDICATOR_DEF,,估值,3,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。,,,,,1,,"2024-08-06 15:49:34",,"2024-08-23 17:41:34"
121,DOMAIN,"",主板财务,14,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:41"
122,INDICATOR_DEF,,毛利率,3,毛利率是衡量公司盈利能力的一个重要指标，通常定义为销售收入减去销售成本后的利润与销售收入的比率。计算公式为：毛利率 = （销售收入 - 销售成本）/ 销售收入。 毛利率可从LC_MAINOPERINCOME表格获得！！！,,,,,1,,"2024-08-06 15:49:34",,"2024-08-23 17:41:34"
125,DOMAIN,"",主板财务,15,当问到“分红收益率”的时候，可以理解为“分红率”，分红率=(股息总额/净利润)×100%。其中，股息总额是指公司在一定时期内支付给所有股东的总股息，净利润是指公司在一定时期内的净收入。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:41"
126,INDICATOR_DEF,,分红收益率,1,分红收益率，指分红率（Payout Ratio）：定义：分红率是公司支付给股东的股息与公司净利润的比例。计算公式：分红率=(股息总额/净利润)×100%。其中，股息总额是指公司在一定时期内支付给所有股东的总股息，净利润是指公司在一定时期内的净收入。,,,,,1,,"2024-08-06 15:49:33",,"2024-08-23 12:27:54"
127,GENERAL,,,10,"忽略空值：在生成 SQL 查询时，如果涉及到计算结果，需要忽略或排除那些计算结果为 NULL 的记录！！！
加条件限制：在生成 WHERE 子句时，添加 IS NOT NULL 条件以确保结果中不包含空值！！！
空值处理优先：在排序或计算相关操作之前，优先处理可能的空值问题，以避免在排序结果中产生不期望的空值排序！！！",,,,,1,,"2024-07-26 14:15:05",,"2024-08-28 20:44:50"
128,INDICATOR_DEF,,扣非,1,扣非指扣非净利润，即扣除非经常性损益后的净利润，如果问题与“扣非”相关，请优先考虑“LC_MAININDEXNEW”或“LC_MainDataNew”表格！！！,,,,,1,,"2024-08-06 15:49:33",,"2024-08-26 14:46:09"
129,INDICATOR_DEF,,净利润,1,问题中提到的“净利润”，我们一般选择如下字段：归属于母公司所有者的净利润，即归母净利润，对应科目为NPParentCompanyOwners；,,,,,1,,"2024-08-06 15:49:33",,"2024-08-28 13:39:23"
130,DOMAIN,"",主板财务,16,对于创新高或创新低类的问题，可以按照如下逻辑：筛选出目标时间段内的最高（或最低）价格，并与历史最高（或最低）价格进行比较，确定是否创下新高（或新低），然后按目标时间段内的价格排序。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:41"
131,DOMAIN,"",主板行情,17,对于创新高或创新低类的问题，可以按照如下逻辑：筛选出目标时间段内的最高（或最低）价格，并与历史最高（或最低）价格进行比较，确定是否创下新高（或新低），然后按目标时间段内的价格排序。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
135,GENERAL,,,11,在编写SQL查询时，请确保子查询中选择的字段包含所有将在主查询中引用的字段。如果某个字段在主查询中需要使用，比如在SELECT或ORDER BY中，但未在子查询中选择，则应在子查询中添加该字段的选择。例如，如果主查询中引用了EndDate字段，请确保它在子查询中被选中。,,,,,1,,"2024-07-26 14:15:05",,"2024-08-28 20:44:50"
136,TABLE_CLS,"",基金相关,,当问到“基金产品的基金规模或变化时”，可考虑FUND_ASSET_ALLOCATION-季报中披露的基金产品净资产，权益资产，债券资产等规模。同样的，问到基金公司的净资产，权益资产，债券资产等规模变化时，可开绿FUND_COMPANY_ASSET_ALLOCATION。问到基季报中披露的基金经理管理的净资产，权益资产，债券资产等规模变化时，可考虑FUND_MANAGER_ASSET_ALLOCATION。,,,,,1,,"2024-08-20 16:12:40",,"2024-08-20 16:12:40"
137,TABLE,FUND_LIST_FREQUENCY,基金列表，用来计算的主动型基金，每个报告期统计一次,1,对于这张表：如果问题涉及到主动基金，那么考虑季频，即FREQUENCY=4；如果问题涉及到ETF，那么考虑日频，即FREQUENCY=4。,,,,,1,,"2024-07-26 14:28:37",,"2024-07-26 14:29:58"
138,TABLE_CLS,"",基金相关,,"如果问题中直接提及如下关键词：科技、金融、消费、医药、制造、周期，例如“消费基金”、“医药基金”，这些代表固定的投资赛道，请优先考虑FUND_TRACK_HOLDING这个表。并且表中的TRACK_CODE字段: 赛道代码，这个字段代表1-科技；2-制造；3-金融；4-消费；5-周期；6-医药。 
",,,,,1,,"2024-08-20 16:12:40",,"2024-09-02 14:08:28"
141,DOMAIN,"",港股基本信息,18,"该问题可能涉及到申万X级行业，X级行业名称为""XXXX"";",,,,,1,,"2024-06-13 15:29:55",,"2024-08-15 15:29:55"
146,DOMAIN,"",主板财务,19,当问到“销售额”“销售收入”的时候，我们优先关注“营业收入”这个科目。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
149,GENERAL,,,5,请注意当前的时间是2024年10月10日，请注意基准的时间。 请特别注意字段的类别，如果字段是datetime类别的，则请不要使用TO_DATE函数。,,,,,1,,"2024-07-26 14:15:05",,"2024-10-10 14:49:23"
150,GENERAL,,,5,请特别关注【问题】中所提到的时间节点，例如“2023年XXXX”， “2022年XXXX”。,,,,,1,,"2024-07-26 14:15:05",,"2024-09-11 15:55:26"
151,GENERAL,,,12,请特别注意：如果查询时使用了模糊匹配，例如“%电子%“，某些表可能存在重复的关联数据，这可能导致多条重复结果，请注意进行去重！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-08-28 20:44:50"
154,DOMAIN,"",港股财务,24,"对于港股的FiscalYear这个字段，它是一个Data型字段，示例：""2017-12-31 00:00:00.000""，请在处理或者转化时特别注意！！！FiscalYear 是 DATE 类型，不需要再用 TO_DATE 进行转换！！！，请记住不要再对FiscalYear用 TO_DATE 进行转换！！！同时记得一定要关注ENDDATE字段，它的频率是季度频率，请分析问题需要关心的是什么时间区间！！！同时记得一定要关注ENDDATE字段，它的频率是季度频率，请分析问题需要关心的是什么时间区间！！！",,,,,1,,"2024-06-13 15:29:55",,"2024-09-20 16:10:04"
155,DOMAIN,,基金相关,14,"请特别注意，当使用“LABEL_INFO”表格的时候，我需要先使用“LABEL_TYPE”判断问题涉及的实体类别：1-行业、7-题材、8-细分题材，该字段的数值类别为：int；之后，我在根据可能的行业、题材等信息，针对""LABEL_NAME""字段使用模糊匹配进行查询!!!",,,,,1,,"2024-08-16 17:22:21",,"2024-09-20 14:33:33"
156,TABLE,LABEL_INFO,标签信息表,8,"请特别注意，当使用“LABEL_INFO”表格的时候，我需要先使用“LABEL_TYPE”判断问题涉及的实体类别：1-行业、7-题材、8-细分题材，该字段的数值类别为：int；之后，我在根据可能的行业、题材等信息，针对""LABEL_NAME""字段使用模糊匹配进行查询!!!",,,,,1,,"2024-06-13 15:29:55",,"2024-09-20 14:32:04"
157,GENERAL,,,14,请特别注意：当用户问题中提到“每年”“每月”“每季度”这种粒度的问题时，数据如果是“天”的粒度，请务必进行聚合操作返回给用户！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-08-28 20:44:50"
159,GENERAL,,,15,请特别注意：DATE或者DATETIME类别的字段，请不要使用TO_DATE，因为他们本身已经是DATE或者DATETIME了！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-09-20 16:17:52"
161,DOMAIN,"",主板财务,22,请特别注意：DATE或者DATETIME类别的字段，请不要使用TO_DATE，因为他们本身已经是DATE或者DATETIME了！！！请特别注意：DATE或者DATETIME类别的字段，请不要使用TO_DATE，因为他们本身已经是DATE或者DATETIME了！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
162,DOMAIN,"",港股财务,28,请特别注意：DATE或者DATETIME类别的字段，请不要使用TO_DATE，因为他们本身已经是DATE或者DATETIME了！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-09-20 16:10:04"
165,DOMAIN,"",主板行情,38,请特别注意：DATE或者DATETIME类别的字段，请不要使用TO_DATE，因为他们本身已经是DATE或者DATETIME了！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
166,DOMAIN,"",主板行情,39,一段时间的涨跌幅是指：涨跌幅通常是指股票价格在一定时间内的变动百分比，计算公式为：(期末价格 - 期初价格) / 期初价格 * 100%。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:41"
171,DOMAIN,"",主板财务,25,对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0;但是如果用户仅仅查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:05"
176,DOMAIN,"",主板财务,77,当考虑到“利润增速”相关的问题，请注意，我们一般考虑利润为正值！，并且实现增长。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
180,GENERAL,,,1,请特别关注GROUP BY语句的使用，请考虑是否有可能导致分组过于细化，甚至每条记录都是一个组，需要适当放宽条件！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
183,TABLE_CLS,,基金相关,9,当问到基金持有美股标的的时候，请优先考虑【FUND_INDUSTRY_HOLDING_MV_DETAIL_QDII】和【FUND_PORTFOLIO_DETAIL_QDII】这两个表格！！！当问到基金持有美股标的的时候，请优先考虑【FUND_INDUSTRY_HOLDING_MV_DETAIL_QDII】和【FUND_PORTFOLIO_DETAIL_QDII】这两个表格！！！,,,,,1,,"2024-10-11 16:15:06",,"2024-10-11 16:17:08"
185,TABLE,LC_MAINOPERINCOME,公司主营业务构成,1,请特别关注“分类方式（Classification）”字段。当用户提出的查询（query）涉及行业、产品或地区分类时，请直接依据该字段进行分类和筛选，并直接展示筛选后的结果。无需再对筛选出的内容按照用户的查询进行进一步的分析或过滤。分类标准如下：10代表按行业分类，20代表按产品分类，30代表按地区分类。例如，当用户询问“福耀玻璃在美国的收入”时，您应直接使用“Classification=30”将所有地区的收入数据展示出来，而无需再从这些数据中分析出美国的收入。,,,,,1,,"2024-08-06 22:25:48",,"2024-08-13 10:46:23"
186,DOMAIN_CLS,,个股相关,1,如果问题中没有特别指出“港股”的话，请优先考虑A股类别。如果涉及到A股的话，请尽量加入“A股基本信息“， 如果涉及到港股的话，请尽量加入“港股基本信息“,,,,,1,,"2024-06-13 15:29:55",,"2024-08-21 16:42:41"
189,DOMAIN,"",科创板基本信息,35,"如果询问特定地区的上市公司有哪些，如果没有字段涉及到明确的城市，那么可以考虑从""公司办公地址""中检查是否包含城市字段。",,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
190,DOMAIN,"",港股基本信息,26,"如果询问特定地区的上市公司有哪些，如果没有字段涉及到明确的城市，那么可以考虑从""公司办公地址""中检查是否包含城市字段。",,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
191,DOMAIN,"",科创板基本信息,27,"该问题可能涉及到申万X级行业，X级行业名称为""XXXX"";",,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
193,DOMAIN,"",港股基本信息,48,"该问题可能涉及到申万X级行业，X级行业名称为""XXXX"";",,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
194,DOMAIN,"",科创板基本信息,49,如果涉及到行业计算，但是问题没有明确指明哪个行业的，请优先考虑申万一级行业，如果做比较的话，请优先考虑均值。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
195,DOMAIN,"",港股基本信息,50,如果涉及到行业计算，但是问题没有明确指明哪个行业的，请优先考虑申万一级行业，如果做比较的话，请优先考虑均值。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
196,DOMAIN_CLS,,个股相关,1,如果用户问到和公司业务相关，或者针对收入拆分或收入结构拆分的问题，若涉及行业、产品或地区的拆分，我们考虑“主板经营”、“创业板经营”或者“港股经营”。其他情况请不要考虑这三个类别。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:12"
199,DOMAIN,"",港股基本信息,59,"【港股上市公司行业筛选！！！】当问题涉及港股行业相关内容，若需查询港股某个行业的公司信息，可参考以下SQL语句。例如，查询‘港股半导体行业的公司’：SELECT DISTINCT
    hc.COMCNNAME AS ""公司中文名称"",
    hc.COMCNABB AS ""公司中文简称"",
    hs.STKCODE AS ""股票代码"",
    hs.STKABB AS ""股票简称"",
    pir.INDU_NAME AS ""行业分类名称""
FROM
    HK_INDCHCOM hi
    JOIN PUB_INDU_REF pir ON hi.INDUNIC = pir.INNER_CODE AND pir.ISVALID = 1
    JOIN HK_COMBINFO hc ON hi.COMUNIC = hc.COMUNIC AND hc.ISVALID = 1
    JOIN HK_STKCODE hs ON hc.COMUNIC = hs.COMUNIC AND hs.ISVALID = 1
WHERE pir.INDU_NAME LIKE '%半导体%'
    AND hs.LSSTUREFC = 1
    AND (hs.STKTYREFC = 1 or hs.STKTYREFC = 6)
    AND hs.TRMKREFC = 7
    AND hi.ISVALID = 1;",,,,,1,,"2024-06-13 15:29:55",,"2024-10-23 18:53:10"
200,GENERAL,,,96,在进行公司简称匹配的时候，请尽量使用模糊匹配，例如 SEC_SNAME LIKE '%中芯国际%'，COMCNABB LIKE '%小米集团%'，请特别注意！！！,,,,,1,,"2024-07-26 14:15:05",,"2025-01-22 14:44:10"
201,TABLE_CLS,,个股相关,99,"如果用户问到和A股主板上市公司业务相关，或者针对收入拆分或收入结构拆分的问题，若涉及行业、产品或地区的拆分，我们应优先考虑使用'STK_PRI_INCOME_DISTRICT'表（按地区拆分）或者'STK_PRI_INCOME_PRODUCT'表（按产品拆分）或者'STK_PRI_INCOME_INDUSTRY'表（按行业拆分）！！！
其他与收入相关的表格如“STK_INCOME_GEN”表，并不涉及具体的收入结构拆分，不要考虑在内！！！如果用户问到和公司业务相关，或者针对收入拆分或收入结构拆分的问题，若涉及行业、产品或地区的拆分，我们应优先考虑使用'STK_PRI_INCOME_DISTRICT'表（按地区拆分）或者'STK_PRI_INCOME_PRODUCT'表（按产品拆分）或者'STK_PRI_INCOME_INDUSTRY'表（按行业拆分）！！！其他与收入相关的表格如“STK_INCOME_GEN”表，并不涉及具体的收入结构拆分！！！",,,,,1,,"2024-08-13 11:03:11",,"2025-01-14 12:02:47"
203,DOMAIN,"",主板经营,99,当您询问关于“营收占比”、”销售份额“相关的信息时，可以参考“PRI_RVNU_PCT”这一字段。,,,,,1,,"2024-06-13 15:29:55",,"2024-12-17 11:35:44"
206,DOMAIN,"",主板基本信息,109,如果需要获取主板上市公司的股票代码，请考虑“PUB_SEC_CODE”表格获取！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-21 12:32:59"
207,DOMAIN,"",科创板基本信息,119,如果需要获取科创板上市公司的股票代码，请考虑“PUB_SEC_CODE”表格获取！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-21 12:32:59"
209,TABLE,STK_INCOME_GEN,利润表（通用）,11,当计算净利润的时候，我们一般选择如下字段：归属于母公司所有者的净利润，即归母净利润，对应科目为P160101，归属于母公司所有者的净利润；,,,,,1,,"2024-07-26 14:28:37",,"2024-10-21 14:25:25"
210,TABLE,STI_INCOME_GEN,科创板公司利润表,19,当计算净利润的时候，我们一般选择如下字段：归属于母公司所有者的净利润，即归母净利润，对应科目为P160101，归属于母公司所有者的净利润；,,,,,1,,"2024-10-22 13:38:37",,"2024-10-22 13:38:37"
211,TABLE,GET_INDX_GEN_INFO,指数基本信息表,89,"如果问题涉及“申万行业”的时候，请考虑使用“SW_INDX_LEVEL”这个字段进行过滤，其中""SW1""表示申万一级行业指数，""SW2""表示申万二级行业指数。 如果用户提到“行业指数”，没有明确指明哪一类行业指数的时候，默认是申万一级行业。",,,,,1,,"2024-10-22 13:38:37",,"2025-01-16 20:25:11"
213,TABLE,GET_INDX_GEN_INFO,指数基本信息表,139,使用本表的时候，请默认添加如下条件：USE_STATUS  = '使用'。,,,,,1,,"2024-10-22 13:38:37",,"2025-01-16 19:52:54"
214,DOMAIN,"",主板经营,75,上市公司通常在#中报#或#年报#中披露营收拆分，同时目前2024年12月31日的年报还没有公布！！！因此，当用户请求特定时间的收入拆分时，请按照以下规则处理：（1）指定年份为2024年时：将 PeriodDate 映射到2024年6月30日。设置 RPT_TYPE 为“合并”。（2）指定年份为其他年份时：将 PeriodDate 映射到对应年度的12月31日。设置 RPT_TYPE 为“合并”。（3）未指定年份时：默认将 PeriodDate 映射到2024年6月30日。设置 RPT_TYPE 为“合并”。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-13 11:20:51"
216,DOMAIN_CLS,,个股相关,1,如果问到个股相关的【股份支付费用】相关信息时，请考虑使用现金流量表！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-25 10:31:43"
